event_id,source_type,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_S_onset,trace_P_arrival_sample,trace_P_onset,trace_snr_db
pnsn2016843,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3586,:3,:18001",100,2015-01-30T16:54:38.000000Z,,,7000.000,emergent,20.867|20.851|23.771
pnsn2013048,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3587,:3,:18001",100,2015-01-27T09:40:41.000000Z,,,7000.000,emergent,-0.01|nan|4.471
pnsn2012943,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3588,:3,:18001",100,2015-01-27T09:03:42.000000Z,,,7000.000,emergent,14.465|21.508|16.612
pnsn2013148,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3589,:3,:18001",100,2015-01-27T06:17:01.000000Z,,,7000.000,emergent,16.125|nan|17.3
pnsn2012263,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3590,:3,:18001",100,2015-01-24T23:12:37.000000Z,,,7000.000,emergent,nan|nan|16.504
pnsn2010048,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3591,:3,:18001",100,2015-01-23T07:23:15.000000Z,,,7000.000,impulsive,45.328|nan|46.877
pnsn2009448,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3592,:3,:18001",100,2015-01-22T11:40:24.000000Z,,,7000.000,impulsive,24.502|18.829|27.776
pnsn2009143,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3593,:3,:18001",100,2015-01-22T02:35:02.000000Z,,,7000.000,emergent,nan|nan|25.488
pnsn2009273,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3594,:3,:18001",100,2015-01-21T18:24:06.000000Z,,,7000.000,emergent,28.529|32.393|31.498
pnsn2006858,surface event,CC,BH,SWF2,--,46.178,-122.217,1548.000,"bucket1$3595,:3,:18001",100,2015-01-18T12:13:46.000000Z,,,7000.000,emergent,-0.120|6.356|8.786
pnsn2005948,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3596,:3,:18001",100,2015-01-15T08:47:32.000000Z,,,7000.000,emergent,nan|nan|18.996
pnsn2004648,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3597,:3,:18001",100,2015-01-14T18:14:37.000000Z,,,7000.000,emergent,23.795|35.962|28.460
pnsn2004653,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3598,:3,:18001",100,2015-01-14T15:45:38.000000Z,,,7000.000,emergent,nan|nan|16.943
pnsn2004743,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3599,:3,:18001",100,2015-01-14T09:05:13.000000Z,,,7000.000,emergent,39.944|nan|42.725
pnsn2004658,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3600,:3,:18001",100,2015-01-14T07:31:54.000000Z,,,7000.000,impulsive,33.565|nan|30.361
pnsn2004658,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3601,:3,:18001",100,2015-01-14T07:31:54.000000Z,,,7000.000,emergent,nan|nan|31.430
pnsn2002863,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3602,:3,:18001",100,2015-01-13T19:12:42.000000Z,,,7000.000,emergent,14.854|16.830|27.777
pnsn2002868,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3603,:3,:18001",100,2015-01-13T18:34:16.000000Z,,,7000.000,emergent,nan|nan|13.522
pnsn2002873,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3604,:3,:18001",100,2015-01-13T18:04:05.000000Z,,,7000.000,emergent,9.337|15.586|17.367
pnsn2002753,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3605,:3,:18001",100,2015-01-13T16:54:15.000000Z,,,7000.000,emergent,14.151|20.652|24.281
pnsn2002743,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3606,:3,:18001",100,2015-01-13T15:07:19.000000Z,,,7000.000,emergent,15.727|19.635|15.111
pnsn2002853,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3607,:3,:18001",100,2015-01-13T02:23:43.000000Z,,,7000.000,emergent,14.243|nan|20.943
pnsn2002048,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3608,:3,:18001",100,2015-01-12T11:29:15.000000Z,,,7000.000,emergent,2.397|nan|7.738
pnsn2000343,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3609,:3,:18001",100,2015-01-11T20:01:57.000000Z,,,7000.000,emergent,nan|nan|30.806
pnsn2000348,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3610,:3,:18001",100,2015-01-11T18:44:26.000000Z,,,7000.000,impulsive,15.114|23.645|17.871
pnsn2000358,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3611,:3,:18001",100,2015-01-11T14:49:50.000000Z,,,7000.000,impulsive,17.779|24.286|13.011
pnsn2000363,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3612,:3,:18001",100,2015-01-11T14:08:25.000000Z,,,7000.000,impulsive,21.352|nan|31.676
pnsn2000373,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3613,:3,:18001",100,2015-01-11T09:31:29.000000Z,,,7000.000,impulsive,25.635|nan|23.967
pnsn2004343,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3614,:3,:18001",100,2015-01-10T03:19:07.000000Z,,,7000.000,impulsive,nan|nan|46.126
pnsn2004343,surface event,UW,EH,FMW,--,46.941,-121.671,1859.000,"bucket1$3615,:3,:18001",100,2015-01-10T03:19:09.000000Z,,,7000.000,emergent,nan|nan|6.928
pnsn2004343,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3616,:3,:18001",100,2015-01-10T03:19:08.000000Z,,,7000.000,impulsive,36.647|nan|32.713
pnsn2004343,surface event,CC,BH,PANH,--,46.859,-121.643,2086.000,"bucket1$3617,:3,:18001",100,2015-01-10T03:19:08.000000Z,,,7000.000,emergent,-0.186|-10.483|-6.459
pnsn2004343,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$3618,:3,:18001",100,2015-01-10T03:19:08.000000Z,7100.000,impulsive,7000.000,impulsive,21.379|18.481|23.975
pnsn2004343,surface event,UW,EH,LO2,--,46.751,-121.810,853.000,"bucket1$3619,:3,:18001",100,2015-01-10T03:19:09.000000Z,,,7000.000,impulsive,nan|nan|5.551
pnsn2004343,surface event,UW,BH,LON,--,46.751,-121.810,853.000,"bucket1$3620,:3,:18001",100,2015-01-10T03:19:02.000000Z,8000.000,emergent,,,6.442|3.774|-2.684
pnsn1973943,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3621,:3,:18001",100,2014-12-15T08:17:42.000000Z,,,7000.000,impulsive,24.597|nan|19.104
pnsn1998558,surface event,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket1$3622,:3,:18001",100,2015-01-09T16:33:51.000000Z,,,7000.000,emergent,5.372|-0.263|-1.890
pnsn1998558,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3623,:3,:18001",100,2015-01-09T16:33:49.000000Z,,,7000.000,impulsive,16.360|19.191|21.962
pnsn1998558,surface event,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket1$3624,:3,:18001",100,2015-01-09T16:33:53.000000Z,,,7000.000,emergent,nan|nan|8.321
pnsn1998558,surface event,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket1$3625,:3,:18001",100,2015-01-09T16:33:52.000000Z,,,7000.000,emergent,5.462|6.100|8.981
pnsn1973543,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3626,:3,:18001",100,2014-12-14T22:08:36.000000Z,7100.000,impulsive,7000.000,impulsive,nan|nan|45.341
pnsn1973543,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3627,:3,:18001",100,2014-12-14T22:08:36.000000Z,7100.000,impulsive,7000.000,impulsive,38.715|nan|38.443
pnsn1973543,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$3628,:3,:18001",100,2014-12-14T22:08:36.000000Z,,,7000.000,impulsive,25.463|23.736|31.136
pnsn1973543,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$3629,:3,:18001",100,2014-12-14T22:08:37.000000Z,,,7000.000,impulsive,0.109|13.643|11.491
pnsn1998568,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3630,:3,:18001",100,2015-01-09T12:35:27.000000Z,,,7000.000,impulsive,30.852|19.982|22.074
pnsn1998568,surface event,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket1$3631,:3,:18001",100,2015-01-09T12:35:29.000000Z,,,7000.000,emergent,3.839|-0.654|6.397
pnsn1998568,surface event,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket1$3632,:3,:18001",100,2015-01-09T12:35:28.000000Z,,,7000.000,emergent,8.712|-3.243|-3.407
pnsn1998568,surface event,CC,BH,TMBU,--,43.602,-121.145,1743.000,"bucket1$3633,:3,:18001",100,2015-01-09T12:35:31.000000Z,,,7000.000,emergent,-8.558|3.961|-5.311
pnsn1998573,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3634,:3,:18001",100,2015-01-09T12:30:39.000000Z,,,7000.000,emergent,6.992|10.044|7.116
pnsn1998573,surface event,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket1$3635,:3,:18001",100,2015-01-09T12:30:41.000000Z,,,7000.000,emergent,-0.383|8.958|-3.247
pnsn1998573,surface event,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket1$3636,:3,:18001",100,2015-01-09T12:30:41.000000Z,,,7000.000,emergent,-0.540|1.579|1.446
pnsn1998578,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3637,:3,:18001",100,2015-01-09T07:12:05.000000Z,,,7000.000,emergent,25.806|20.320|19.378
pnsn1998373,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3638,:3,:18001",100,2015-01-09T01:52:25.000000Z,,,7000.000,emergent,7.039|7.487|2.792
pnsn1973143,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3639,:3,:18001",100,2014-12-14T06:53:01.000000Z,,,7000.000,emergent,23.778|nan|26.011
pnsn1998583,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3640,:3,:18001",100,2015-01-08T17:50:24.000000Z,,,7000.000,emergent,15.502|9.747|17.678
pnsn1998588,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3641,:3,:18001",100,2015-01-08T17:43:19.000000Z,,,7000.000,emergent,30.878|18.609|25.618
pnsn1998588,surface event,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket1$3642,:3,:18001",100,2015-01-08T17:43:20.000000Z,,,7000.000,emergent,11.225|-4.921|3.408
pnsn1998588,surface event,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket1$3643,:3,:18001",100,2015-01-08T17:43:20.000000Z,,,7000.000,emergent,9.126|6.514|-0.824
pnsn1997558,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3644,:3,:18001",100,2015-01-07T22:20:12.000000Z,,,7000.000,emergent,15.286|17.738|12.827
pnsn1998368,surface event,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket1$3645,:3,:18001",100,2015-01-07T12:29:32.000000Z,,,7000.000,emergent,15.746|18.426|7.000
pnsn1972048,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$3646,:3,:18001",100,2014-12-12T06:10:11.000000Z,,,7000.000,emergent,7.134|3.021|8.578
pnsn1991143,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3647,:3,:18001",100,2015-01-05T14:14:25.000000Z,,,7000.000,impulsive,5.754|6.624|17.424
pnsn1991143,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$3648,:3,:18001",100,2015-01-05T14:14:26.000000Z,,,7000.000,impulsive,nan|nan|25.354
pnsn1991143,surface event,UW,EH,EDM,--,46.197,-122.151,1609.000,"bucket1$3649,:3,:18001",100,2015-01-05T14:14:27.000000Z,,,7000.000,emergent,nan|nan|9.404
pnsn1991143,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$3650,:3,:18001",100,2015-01-05T14:14:26.000000Z,,,7000.000,impulsive,nan|nan|13.238
pnsn1991143,surface event,PB,EH,B203,--,46.169,-122.334,814.400,"bucket1$3651,:3,:18001",100,2015-01-05T14:14:27.000000Z,7200.000,emergent,7000.000,impulsive,13.906|9.533|10.597
pnsn1991143,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$3652,:3,:18001",100,2015-01-05T14:14:27.000000Z,,,7000.000,impulsive,7.929|13.229|12.115
pnsn1991143,surface event,UW,EH,CDF,--,46.117,-122.046,756.000,"bucket1$3653,:3,:18001",100,2015-01-05T14:14:28.000000Z,,,7000.000,impulsive,nan|nan|9.982
pnsn1991148,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$3654,:3,:18001",100,2015-01-05T11:54:34.000000Z,,,7000.000,emergent,nan|nan|8.952
pnsn1971243,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3655,:3,:18001",100,2014-12-11T19:02:00.000000Z,,,7000.000,emergent,nan|nan|32.100
pnsn1967658,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3656,:3,:18001",100,2014-12-08T18:26:46.000000Z,,,7000.000,emergent,nan|nan|27.675
pnsn1967648,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3657,:3,:18001",100,2014-12-08T04:49:24.000000Z,,,7000.000,emergent,9.501|nan|14.519
pnsn1984353,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3658,:3,:18001",100,2014-12-24T12:40:59.000000Z,,,7000.000,impulsive,nan|nan|39.255
pnsn1984353,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3659,:3,:18001",100,2014-12-24T12:40:59.000000Z,,,7000.000,impulsive,35.801|nan|44.111
pnsn1984448,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3660,:3,:18001",100,2014-12-24T05:53:12.000000Z,,,7000.000,emergent,10.25|nan|13.422
pnsn1983643,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3661,:3,:18001",100,2014-12-23T04:05:04.000000Z,,,7000.000,impulsive,11.650|17.502|15.694
pnsn1983643,surface event,CC,BH,STD,--,46.237,-122.224,1189.000,"bucket1$3662,:3,:18001",100,2014-12-23T04:05:04.000000Z,,,7000.000,emergent,1.919|-4.430|-1.514
pnsn1983643,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$3663,:3,:18001",100,2014-12-23T04:05:04.000000Z,,,7000.000,emergent,nan|nan|22.472
pnsn1983643,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$3664,:3,:18001",100,2014-12-23T04:05:05.000000Z,,,7000.000,emergent,nan|nan|12.486
pnsn1983643,surface event,UW,EH,SOS,--,46.244,-122.138,1270.000,"bucket1$3665,:3,:18001",100,2014-12-23T04:05:05.000000Z,,,7000.000,emergent,nan|nan|15.727
pnsn1983643,surface event,PB,EH,B202,--,46.245,-122.137,1218.600,"bucket1$3666,:3,:18001",100,2014-12-23T04:05:05.000000Z,7100.000,impulsive,7000.000,emergent,24.164|22.022|16.121
pnsn1983643,surface event,PB,EH,B201,--,46.303,-122.265,990.000,"bucket1$3667,:3,:18001",100,2014-12-23T04:05:06.000000Z,,,7000.000,emergent,0.346|8.031|2.814
pnsn1964353,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$3668,:3,:18001",100,2014-12-05T19:05:19.000000Z,,,7000.000,emergent,nan|nan|20.180
pnsn2006248,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$3669,:3,:18001",100,2014-12-21T00:50:29.000000Z,,,7000.000,impulsive,nan|nan|14.382
pnsn2006248,surface event,PB,EH,B203,--,46.169,-122.334,814.400,"bucket1$3670,:3,:18001",100,2014-12-21T00:50:21.000000Z,8000.000,impulsive,,,4.246|9.573|5.106
pnsn2006248,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3671,:3,:18001",100,2014-12-21T00:50:29.000000Z,7200.000,impulsive,7000.000,impulsive,8.065|13.489|15.953
pnsn2006248,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$3672,:3,:18001",100,2014-12-21T00:50:30.000000Z,,,7000.000,impulsive,nan|nan|5.856
pnsn2006248,surface event,PB,EH,B201,--,46.303,-122.265,990.000,"bucket1$3673,:3,:18001",100,2014-12-21T00:50:31.000000Z,7300.000,emergent,7000.000,impulsive,6.811|8.219|7.886
pnsn2006248,surface event,PB,EH,B202,--,46.245,-122.137,1218.600,"bucket1$3674,:3,:18001",100,2014-12-21T00:50:30.000000Z,7300.000,emergent,7000.000,emergent,13.58|15.287|7.548
pnsn2006248,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$3675,:3,:18001",100,2014-12-21T00:50:31.000000Z,7100.000,emergent,7000.000,emergent,9.578|13.655|16.134
pnsn2006248,surface event,CC,BH,SWF2,--,46.178,-122.217,1548.000,"bucket1$3676,:3,:18001",100,2014-12-21T00:50:30.000000Z,,,7000.000,impulsive,6.165|7.198|10.027
pnsn1963953,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3677,:3,:18001",100,2014-12-05T15:19:24.000000Z,,,7000.000,impulsive,33.88|nan|35.581
pnsn1964153,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3678,:3,:18001",100,2014-12-05T09:20:15.000000Z,,,7000.000,impulsive,nan|nan|15.639
pnsn1980643,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3679,:3,:18001",100,2014-12-19T20:38:52.000000Z,,,7000.000,emergent,9.611|nan|22.789
pnsn1964348,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3680,:3,:18001",100,2014-12-04T23:17:02.000000Z,,,7000.000,emergent,8.262|nan|10.464
pnsn1963248,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3681,:3,:18001",100,2014-12-04T20:48:38.000000Z,,,7000.000,impulsive,nan|nan|28.652
pnsn1978443,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3682,:3,:18001",100,2014-12-19T00:46:07.000000Z,7200.000,impulsive,7000.000,impulsive,25.486|18.889|25.593
pnsn1978443,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$3683,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,nan|nan|25.959
pnsn1978443,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$3684,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,nan|nan|24.261
pnsn1978443,surface event,UW,EH,EDM,--,46.197,-122.151,1609.000,"bucket1$3685,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,nan|nan|18.559
pnsn1978443,surface event,CC,BH,SWF2,--,46.178,-122.217,1548.000,"bucket1$3686,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,16.119|16.443|11.753
pnsn1978443,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$3687,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,nan|nan|13.851
pnsn1978443,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$3688,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,15.886|20.261|16.901
pnsn1978443,surface event,PB,EH,B202,--,46.245,-122.137,1218.600,"bucket1$3689,:3,:18001",100,2014-12-19T00:46:07.000000Z,,,7000.000,impulsive,12.565|21.437|9.096
pnsn1978443,surface event,PB,EH,B203,--,46.169,-122.334,814.400,"bucket1$3690,:3,:18001",100,2014-12-19T00:46:09.000000Z,,,7000.000,impulsive,15.798|13.221|13.286
pnsn1978443,surface event,UW,EH,FL2,--,46.196,-122.352,1378.000,"bucket1$3691,:3,:18001",100,2014-12-19T00:46:09.000000Z,,,7000.000,emergent,nan|nan|8.876
pnsn1978443,surface event,PB,EH,B201,--,46.303,-122.265,990.000,"bucket1$3692,:3,:18001",100,2014-12-19T00:46:09.000000Z,7200.000,emergent,7000.000,impulsive,15.613|15.755|9.486
pnsn1962843,surface event,UW,EH,SHW,--,46.194,-122.236,1425.000,"bucket1$3693,:3,:18001",100,2014-12-04T11:11:25.000000Z,,,7000.000,emergent,nan|nan|12.596
pnsn1962843,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3694,:3,:18001",100,2014-12-04T11:11:25.000000Z,,,7000.000,emergent,9.859|8.069|13.867
pnsn1962648,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$3695,:3,:18001",100,2014-12-04T06:01:38.000000Z,,,7000.000,impulsive,28.995|24.802|33.637
pnsn1962648,surface event,CC,BH,OBSR,--,46.900,-121.815,2382.000,"bucket1$3696,:3,:18001",100,2014-12-04T06:01:39.000000Z,,,7000.000,impulsive,3.951|4.920|6.694
pnsn1962648,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3697,:3,:18001",100,2014-12-04T06:01:39.000000Z,,,7000.000,emergent,nan|nan|25.211
pnsn1962648,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3698,:3,:18001",100,2014-12-04T06:01:39.000000Z,7200.000,impulsive,7000.000,impulsive,31.477|nan|32.268
pnsn1962648,surface event,UW,EH,RER,--,46.819,-121.842,1756.000,"bucket1$3699,:3,:18001",100,2014-12-04T06:01:39.000000Z,,,7000.000,impulsive,nan|nan|14.115
pnsn1962558,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3700,:3,:18001",100,2014-12-04T02:00:25.000000Z,,,7000.000,emergent,nan|nan|21.702
pnsn1961543,surface event,CC,EH,SUG,--,46.215,-122.176,1859.000,"bucket1$3701,:3,:18001",100,2014-12-03T21:08:31.000000Z,,,7000.000,emergent,nan|nan|33.164
pnsn1961543,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3702,:3,:18001",100,2014-12-03T21:08:31.000000Z,,,7000.000,emergent,31.500|27.320|31.759
pnsn1961543,surface event,PB,EH,B202,--,46.245,-122.137,1218.600,"bucket1$3703,:3,:18001",100,2014-12-03T21:08:31.000000Z,,,7000.000,impulsive,21.261|26.249|21.007
pnsn1961543,surface event,PB,EH,B201,--,46.303,-122.265,990.000,"bucket1$3704,:3,:18001",100,2014-12-03T21:08:33.000000Z,7200.000,impulsive,7000.000,emergent,15.738|17.592|11.947
pnsn1961543,surface event,PB,EH,B204,--,46.136,-122.169,784.200,"bucket1$3705,:3,:18001",100,2014-12-03T21:08:33.000000Z,7200.000,impulsive,7000.000,emergent,18.575|21.545|20.222
pnsn1961543,surface event,UW,EH,TDL,--,46.351,-122.217,1400.000,"bucket1$3706,:3,:18001",100,2014-12-03T21:08:33.000000Z,,,7000.000,emergent,nan|nan|2.709
pnsn1961543,surface event,PB,EH,B203,--,46.169,-122.334,814.400,"bucket1$3707,:3,:18001",100,2014-12-03T21:08:33.000000Z,7300.000,impulsive,7000.000,emergent,11.86|8.762|13.295
pnsn1976548,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3708,:3,:18001",100,2014-12-18T03:44:54.000000Z,,,7000.000,emergent,nan|nan|19.132
pnsn1975448,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3709,:3,:18001",100,2014-12-16T23:06:49.000000Z,,,7000.000,emergent,nan|nan|25.653
pnsn1975448,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3710,:3,:18001",100,2014-12-16T23:06:50.000000Z,,,7000.000,impulsive,26.712|nan|28.313
pnsn1959053,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$3711,:3,:18001",100,2014-12-02T10:39:47.000000Z,,,7000.000,emergent,-1.219|11.243|25.012
pnsn1959053,surface event,CC,BH,STD,--,46.237,-122.224,1189.000,"bucket1$3712,:3,:18001",100,2014-12-02T10:39:47.000000Z,,,7000.000,impulsive,-6.302|1.638|0.221
pnsn1959243,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$3713,:3,:18001",100,2014-12-02T06:58:05.000000Z,,,7000.000,impulsive,1.004|13.533|22.003
pnsn1959243,surface event,CC,BH,VALT,--,46.214,-122.189,1681.000,"bucket1$3714,:3,:18001",100,2014-12-02T06:58:05.000000Z,,,7000.000,impulsive,2.220|3.618|7.406
pnsn1959243,surface event,UW,EH,HSR,--,46.174,-122.181,1720.000,"bucket1$3715,:3,:18001",100,2014-12-02T06:58:05.000000Z,,,7000.000,impulsive,nan|nan|17.210
pnsn1956543,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3716,:3,:18001",100,2014-12-01T03:28:16.000000Z,,,7000.000,impulsive,nan|nan|32.479
pnsn1955848,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3717,:3,:18001",100,2014-11-30T06:15:16.000000Z,,,7000.000,emergent,27.469|nan|26.629
pnsn1954668,surface event,CC,EH,SEP,--,46.200,-122.191,2114.000,"bucket1$3718,:3,:18001",100,2014-11-28T09:40:15.000000Z,,,7000.000,emergent,3.167|22.528|24.154
pnsn1954653,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3719,:3,:18001",100,2014-11-27T12:34:51.000000Z,,,7000.000,impulsive,nan|nan|37.258
pnsn1954443,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3720,:3,:18001",100,2014-11-26T20:08:24.000000Z,,,7000.000,emergent,7.399|nan|12.642
pnsn1953243,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3721,:3,:18001",100,2014-11-26T17:21:03.000000Z,,,7000.000,emergent,nan|nan|29.910
pnsn1951848,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3722,:3,:18001",100,2014-11-24T21:14:28.000000Z,,,7000.000,impulsive,29.842|nan|32.762
pnsn1948143,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3723,:3,:18001",100,2014-11-22T02:13:26.000000Z,,,7000.000,emergent,25.743|nan|23.022
pnsn1949148,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3724,:3,:18001",100,2014-11-21T23:15:29.000000Z,,,7000.000,emergent,4.778|nan|9.936
pnsn1947268,surface event,UW,EH,RCS,--,46.871,-121.732,2877.000,"bucket1$3725,:3,:18001",100,2014-11-21T10:02:29.000000Z,,,7000.000,impulsive,nan|nan|29.262
pnsn1947268,surface event,UW,EH,RCM,--,46.836,-121.733,3085.000,"bucket1$3726,:3,:18001",100,2014-11-21T10:02:29.000000Z,,,7000.000,impulsive,26.022|nan|27.941
pnsn1947268,surface event,UW,EH,STAR,--,46.851,-121.793,3365.000,"bucket1$3727,:3,:18001",100,2014-11-21T10:02:29.000000Z,,,7000.000,emergent,21.956|21.738|30.400
